Item Type,Sequence,Human Code,Full Statement,Abbreviated Statement,Notes,Supp. Info,Ed. Level,Language,Rewritten Statement
Developmental Milestones,3.3.3.1,,Plays side-by-side with others using similar toys,,,,,,
Label,3.3.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,3.3.4.1,,Participates in simple group routines with peers,,,,,,
Label,3.3.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,3.3.5.1,P-SE.3.b,Shows Empathy and Understanding,,,,,,
Developmental Milestones,3.3.5.2,P-SE.3.a,Demonstrates Cooperative Play,,,,,,
Developmental Milestones,3.3.5.3,P-SE.3.c,Develops Conflict Resolution Skills,,,,,,
Label,3.3.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,3.3.6.1,II.D.2,Initiates social interactions,,,,PK,, Reaches out to play with others.
Developmental Milestones,3.3.6.2,II.D.2.a,Expresses feelings and emotions appropriately,,,,PK,,"Shows feelings by smiling, crying, or using simple words."
Developmental Milestones,3.3.6.3,II.D.2.b,Shows willingness to engage with peers,,,,PK,,Plays alongside other children.
Developmental Milestones,3.3.6.4,II.D.2.c,Understands simple social cues and norms,,,,PK,, responds to familiar gestures and facial expressions.
Standard,3.3.6.5,II.D.6,Interacts with variety of peers,,,,PK,,Plays with different friends.
Developmental Milestones,3.3.6.6,II.D.6.a,Demonstrates Cooperative Play,,,,PK,, Plays together with other children to build or share toys.
Developmental Milestones,3.3.6.7,II.D.6.b,Exhibits Effective Communication,,,,PK,, Uses sounds or gestures to express needs and feelings.
Developmental Milestones,3.3.6.8,II.D.6.c,Shows Empathy Towards Peers,,,,PK,, Offers a toy or hugs a friend who is upset.
Standard,3.4,SE.4,Child engages in cooperative play with other children,,,,,,
Label,3.4.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,3.4.1.1,SE.4.A.1,Shows interest in another child’s actions,,,,,,
Label,3.4.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,3.4.2.1,,"Reaches out to touch another child’s face, hair, or toy",,,,,,
Label,3.4.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,3.4.3.1,,Engages in simple turn-taking games,,,,,,
Label,3.4.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,3.4.4.1,,Demonstrates sharing with minimal support,,,,,,
Label,3.4.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,3.4.5.1,P-SE.4.a,Shares toys and materials with other children during play.,,,,,,
Developmental Milestones,3.4.5.2,P-SE.4.c,"Engages in group activities or games, cooperating with peers to achieve common goals.",,,,,,
Developmental Milestones,3.4.5.3,P-SE.4.b,Works with other children to solve problems or complete tasks during play.,,,,,,
Label,3.4.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,3.4.6.1,II.D.7,Plays cooperatively with peers,,,,PK,, shares toys and Takes turns with friends.
Developmental Milestones,3.4.6.2,II.D.7.a,"""Shares and takes turns with fellow peers during play""",,,,PK,, Takes turns and shares toys with friends during play.
Developmental Milestones,3.4.6.3,II.D.7.b,"""Engages positively in group play activities""",,,,PK,, Joins in group play with Smiles and laughter.
Developmental Milestones,3.4.6.4,II.D.7.c,"""Demonstrates respect for peers' ideas and contributions in cooperative play""",,,,PK,, Listens to and shares toys with friends during play.
Standard,3.4.6.5,II.D.3,Engages in pretend play with peers,,,,PK,, Plays make-believe games with friends.
Developmental Milestones,3.4.6.6,II.D.3.a,Demonstrates ability to initiate and actively participate in imaginative role-play scenarios.,,,,PK,, Pretends to be different characters while playing.
Developmental Milestones,3.4.6.7,II.D.3.b,Exhibits social interaction skills in the context of group pretend play.,,,,PK,, Joins in group pretend play and interacts with other children.
Developmental Milestones,3.4.6.8,II.D.3.c,Shows creative problem-solving and critical thinking during play with peers.,,,,PK,, Solves simple problems during play with friends.
Standard,3.5,SE.5,Child uses basic problem-solving to resolve conflicts with other children,,,,,,
Label,3.5.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,3.5.1.1,,Responds to help from adults during frustration,,,,,,
Label,3.5.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,3.5.2.1,,Uses simple gestures to indicate wants or dislikes,,,,,,
Label,3.5.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,3.5.3.1,,Seeks help from adults to resolve disagreements,,,,,,
Label,3.5.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,3.5.4.1,,Initiates problem-solving strategies with peers,,,,,,
Label,3.5.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,3.5.5.1,P-SE.5.b,Child Generates Possible Solutions',,,,,,
Developmental Milestones,3.5.5.2,P-SE.5.a,Child Identifies and Articulates the Conflict',,,,,,
Developmental Milestones,3.5.5.3,P-SE.5.c,Child Actively Participates in Conflict Resolution',,,,,,
Developmental Milestones,3.5.5.4,P-SE.5.a,'Child Identifies and Articulates the Conflict',,,,,,
Developmental Milestones,3.5.5.5,P-SE.5.b,'Child Generates Possible Solutions',,,,,,
Developmental Milestones,3.5.5.6,P-SE.5.c,'Child Actively Participates in Conflict Resolution',,,,,,
Label,3.5.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,3.5.6.1,II.D.4,Problem solves to resolve conflict,,,,PK,, Finds a way to share toys with a friend.
Developmental Milestones,3.5.6.2,II.D.4.b,Understanding Perspectives,,,,PK,,- Recognizes and responds to others' facial expressions and emotions.
Developmental Milestones,3.5.6.3,II.D.4.a,Identifying Conflict,,,,PK,, Notices when friends are upset or arguing.
Developmental Milestones,3.5.6.4,II.D.4.c,Implementing Solution Strategies,,,,PK,, Tries different ways to solve a problem.
Standard,3.6,SE.6,Child expresses a broad range of emotions and recognizes these emotions in self and others,,,,,,
Label,3.6.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,3.6.1.1,,Shows distinct emotions like happiness and sadness,,,,,,
Label,3.6.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,3.6.2.1,,Uses gestures to communicate needs or frustrations,,,,,,
Label,3.6.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,3.6.3.1,,Names simple emotions with support,,,,,,
Label,3.6.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,3.6.4.1,,Identifies emotions in self and peers,,,,,,
Label,3.6.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,3.6.5.1,P-SE.6.a,Skill to Identify and Express Emotions,,,,,,
Developmental Milestones,3.6.5.2,P-SE.6.b,Emotional Recognition in Others,,,,,,
Developmental Milestones,3.6.5.3,P-SE.6.c,Emotional Regulation Skill,,,,,,
Label,3.6.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,3.6.6.1,II.B.1,Expresses emotions,,,,PK,, Shows feelings through facial expressions and sounds.
Developmental Milestones,3.6.6.2,II.B.1.a,Identifies and Names Different Emotions,,,,PK,, Points to pictures and says the names of feelings like happy or sad.
Developmental Milestones,3.6.6.3,II.B.1.b,Demonstrates Appropriate Emotional Response,,,,PK,, Shows feelings through facial expressions or actions.
Developmental Milestones,3.6.6.4,II.B.1.c,Understands and Shows Empathy,,,,PK,,Shows care by comforting a friend who is upset.
Standard,3.6.6.5,II.B.4,Recognizes emotions in others,,,,PK,, Notices when someone is happy or sad.
Developmental Milestones,3.6.6.6,II.B.4.c,Observes Behavioral Changes,,,,PK,, Notices when people or things act differently.
Developmental Milestones,3.6.6.7,II.B.4.b,Comprehends Tone of Voice,,,,PK,, recognizes and reacts to different tones in voices.
Developmental Milestones,3.6.6.8,II.B.4.a,Identifies Facial Expressions,,,,PK,, recognizes and reacts to different facial expressions.
Developmental Milestones,3.6.6.9,II.B.1.d,Can use verbal and nonverbal communication to express emotions,,,,PK,, Shows feelings by using words and gestures.
Standard,3.6.6.10,II.B.2,Communicates feelings,,,,PK,, Shows feelings through sounds and facial expressions.
Developmental Milestones,3.6.6.11,II.B.2.a,Expresses emotions appropriately,,,,PK,,"Shows feelings by smiling, crying, or clapping."
Developmental Milestones,3.6.6.12,II.B.2.b,Recognizes and identifies emotions,,,,PK,, Points to pictures showing different emotions.
Developmental Milestones,3.6.6.13,II.B.2.c,Practices emotional self-regulation,,,,PK,, Calms down with a hug or favorite toy when upset.
Standard,3.7,SE.7,Child expresses care and concern toward others,,,,,,
Label,3.7.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,3.7.1.1,,Watches a crying peer with interest,,,,,,
Label,3.7.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,3.7.2.1,,Pats another child who is crying,,,,,,
Label,3.7.3,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,3.7.3.1,,Attempts to comfort peers using words or actions,,,,,,
Label,3.7.4,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,3.7.4.1,,Shares or helps peers in distress,,,,,,
Label,3.7.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,3.7.5.1,P-SE.7.b,Social Interaction,,,,,,
Developmental Milestones,3.7.5.2,P-SE.7.c,Conflict Resolution,,,,,,
Developmental Milestones,3.7.5.3,P-SE.7.a,Demonstrates Empathy,,,,,,
Label,3.7.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,3.7.6.1,II.B.5,Cares for others,,,,PK,,Shares toys or comforts a friend who is upset.
Developmental Milestones,3.7.6.2,II.B.5.a,Empathy Development,,,,PK,, show care by hugging a friend who is upset.
Developmental Milestones,3.7.6.3,II.B.5.b,Cooperation Skills,,,,PK,,Takes turns during play.
Developmental Milestones,3.7.6.4,II.B.5.c,Emotional Regulation,,,,PK,, Calms down with help from a familiar adult.
Standard,3.7.6.5,II.B.6,Understands others think differently than self,,,,PK,,Notices when others like different things.
Developmental Milestones,3.7.6.6,II.B.6.a,Recognizes and respects differences in perspectives and opinions of others.,,,,PK,, Notices when others have different ideas and feelings.
Developmental Milestones,3.7.6.7,II.B.6.b,Demonstrates empathy to emotions and feelings of others.,,,,PK,,Shows care by comforting a friend who is upset.
Developmental Milestones,3.7.6.8,II.B.6.c,Capable of presenting their point of view while acknowledging that others may not share the same viewpoint.,,,,PK,, shares their own ideas and Listens when others share theirs too.
Standard,3.7.6.9,II.D.5,Demonstrates empathy,,,,PK,,Shows care by comforting a friend who is upset.
Developmental Milestones,3.7.6.10,II.D.5.c,Expresses Personal Emotions,,,,PK,,Shows feelings through facial expressions and sounds.
Developmental Milestones,3.7.6.11,II.D.5.b,Shows Caring Behaviors,,,,PK,,Gives hugs to friends.
Developmental Milestones,3.7.6.12,II.D.5.a,Identifies and Understands Emotions,,,,PK,,Recognizes and reacts to different facial expressions.
Standard,3.8,SE.8,Child manages emotions with increasing independence,,,,,,
Label,3.8.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,3.8.1.1,,Self-soothes by finger-sucking or holding an object,,,,,,
Label,3.8.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,3.8.2.1,,Uses a comfort object when stressed,,,,,,
Label,3.8.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,3.8.3.1,,Manages small frustrations without adult intervention,,,,,,
Label,3.8.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,3.8.4.1,,"Begins using calming strategies, such as deep breathing",,,,,,
Label,3.8.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,3.8.5.1,P-SE.8.b,Identifies Emotions,,,,,,
Developmental Milestones,3.8.5.2,P-SE.8.c,Uses Coping Strategies,,,,,,
Developmental Milestones,3.8.5.3,P-SE.8.a,Demonstrates Self-Regulation,,,,,,
Label,3.8.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,3.8.6.1,II.B.3,Connects feelings with behaviors,,,,PK,," Shows feelings through actions, like hugging when happy or crying when upset."
Developmental Milestones,3.8.6.2,II.B.3.a,Recognizing and Identifying Feelings,,,,PK,, Points to or Uses simple words to show how they feel.
Developmental Milestones,3.8.6.3,II.B.3.b,Understanding Cause and Effect of Emotions,,,,PK,, Shows understanding by reacting when someone is happy or sad.
Developmental Milestones,3.8.6.4,II.B.3.c,Exhibiting Emotional Regulation,,,,PK,, Calms down when comforted by a familiar adult.
Standard,3.9,SE.9,"Child recognizes self as a unique individual having own abilities, characteristics, emotions, and interests",,,,,,
Label,3.9.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,3.9.1.1,,Looks at own reflection in a mirror,,,,,,
Label,3.9.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,3.9.2.1,,Points to self in pictures or videos,,,,,,
Label,3.9.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,3.9.3.1,,Recognizes self by name and characteristics,,,,,,
Label,3.9.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,3.9.4.1,,Talks about self and family in relation to others,,,,,,
Label,3.9.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,3.9.5.1,P-SE.9.b,Emotional Understanding,,,,,,
Developmental Milestones,3.9.5.2,P-SE.9.c,Interest Exploration,,,,,,
Developmental Milestones,3.9.5.3,P-SE.9.a,Self-Recognition,,,,,,
Label,3.9.6,,PreK Learning Outcomes (2020 Edition) (PreK 48-60) Learning Outcome,,,,,,
Standard,3.9.6.1,II.A.3,Describes self positively,,,,PK,, says nice things about themselves.
Developmental Milestones,3.9.6.2,II.A.3.c,Shows Self-Acceptance,,,,PK,,Smiles or claps when accomplishing a new skill.
Developmental Milestones,3.9.6.3,II.A.3.b,Expresses Personal Positive Traits,,,,PK,,Shows pride by smiling or clapping when doing something new.
Developmental Milestones,3.9.6.4,II.A.3.a,Demonstrates Self-Awareness,,,,PK,,Recognizes self in a mirror.
Standard,3.9.6.5,II.A.2,Exhibits confidence in own skills,,,,PK,, Shows pride by clapping or smiling after completing a task.
Developmental Milestones,3.9.6.6,II.A.2.a,Displays Self-Assurance,,,,PK,, Smiles and claps when finishing a task.
Developmental Milestones,3.9.6.7,II.A.2.b,Demonstrates Independent Task Completion,,,,PK,, Completes simple tasks without help.
Developmental Milestones,3.9.6.8,II.A.2.c,Self-challenges and Takes Risks,,,,PK,,Tries new things and explores with curiosity.
Standard,3.9.6.9,II.A.4,Sees self as unique,,,,PK,,Recognizes self in the mirror.
Developmental Milestones,3.9.6.10,II.A.4.a,Exhibits Self-Recognition,,,,PK,, recognizes themselves in the mirror.
Developmental Milestones,3.9.6.11,II.A.4.b,Shows Self-Expression such as pointing to oneself.,,,,PK,,Points to themselves to show who they are.
Developmental Milestones,3.9.6.12,II.A.4.c,Child shows self-appreciation with I-can statements.,,,,PK,,"- Says ""I can do it!"" when trying something new."
Standard,3.1,SE.10,Child expresses confidence in own skills and positive feelings about self,,,,,,
Label,3.10.1,,Infants (INF 0-8) Learning Outcome,,,,,,
Developmental Milestones,3.10.1.1,,Smiles when praised for actions,,,,,,
Label,3.10.2,,Infants (INF 8-18) Learning Outcome,,,,,,
Developmental Milestones,3.10.2.1,,Claps for accomplishments with adult modeling,,,,,,
Label,3.10.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,
Developmental Milestones,3.10.3.1,,"Tries new activities, like climbing stairs",,,,,,
Label,3.10.4,,Toddler (TOD 24-36) Learning Outcome,,,,,,
Developmental Milestones,3.10.4.1,,Shows pride in completed tasks,,,,,,
Label,3.10.5,,Preschool Learning Outcome (BASE) (36-48) Learning Outcome,,,,,,
Developmental Milestones,3.10.5.1,P-SE.10.a,"""Child demonstrates ability to perform simple tasks independently""",,,,,,
Developmental Milestones,3.10.5.2,P-SE.10.c,"""Child shows self-affection and expresses pride in personal progress""",,,,,,
Developmental Milestones,3.10.5.3,P-SE.10.b,"""Child can identify and articulate personal strengths and achievements""",,,,,,
