Age Group,Type,Developmental Indicator,Focus Area,SmartLevel,filename,Area,Sub Area
Kindergarten (48-60 months),indicator,Able to balance on one leg for longer periods of time,HPD2.1. Developing large muscle control,HPD2.1p,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Kindergarten (48-60 months),indicator,Hops and gallops with skill and control at varying speeds and in different directions,HPD2.1. Developing large muscle control,HPD2.1q,page_36.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"HPD2, GROSS MOTOR"
Early Infancy (0-8 months),indicator,"Notices peer by looking, touching, or making sounds directed toward the child while lying on blanket close to them",SED3.2. Developing relationships with other children,SED3.2a,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Later Infancy (6-14 months),indicator,"Recognizes familiar others by making sounds, facial expressions, or behavior (e.g. reaches up arms, or touches other's face)",SED3.2. Developing relationships with other children,SED3.2b,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Later Infancy (6-14 months),indicator,Shows interest in peers who are playing nearby and interacts with them briefly,SED3.2. Developing relationships with other children,SED3.2c,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Later Infancy (6-14 months),indicator,Interacts with a familiar child in simple back-and-forth exchanges (e.g. makes silly sounds),SED3.2. Developing relationships with other children,SED3.2d,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Toddler (12-24 months),indicator,Participates in simple back-and-forth interactions with another child,SED3.2. Developing relationships with other children,SED3.2e,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Toddler (12-24 months),indicator,"Interacts with a few children on a regular basis; knows some of their names, knows their likes or dislikes",SED3.2. Developing relationships with other children,SED3.2f,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Toddler (12-24 months),indicator,Plays near with a few children on similar activities (e.g. runs after a child or pays attention to other children),SED3.2. Developing relationships with other children,SED3.2g,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Toddler (12-24 months),indicator,Enjoys playful interactions and social exchange games,SED3.2. Developing relationships with other children,SED3.2h,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Two Year Old (24-36 months),indicator,Plays alongside peers and engages in simple turn-taking (e.g. takes turns on the slide at the playground),SED3.2. Developing relationships with other children,SED3.2i,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Two Year Old (24-36 months),indicator,"Interacts with a few children on shared activities and understands simple social interaction rules (e.g.""your turn"" or ""my turn"")",SED3.2. Developing relationships with other children,SED3.2j,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Two Year Old (24-36 months),indicator,Begins to initiate interactions with other children in shared play activities,SED3.2. Developing relationships with other children,SED3.2k,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Three Year Old to Four Year Old (36 months to end of preschool),indicator,Builds social relationships and becomes more connected to other children (e.g. has a favorite friend at library story time),SED3.2. Developing relationships with other children,SED3.2l,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Three Year Old to Four Year Old (36 months to end of preschool),indicator,"Shows preference for particular playmates, such as greeting friends by name",SED3.2. Developing relationships with other children,SED3.2m,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Three Year Old to Four Year Old (36 months to end of preschool),indicator,Makes friends and is able to name friends when asked by an adult or others,SED3.2. Developing relationships with other children,SED3.2n,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Three Year Old to Four Year Old (36 months to end of preschool),indicator,Expresses interest in participating in a group activity by initiating or responding,SED3.2. Developing relationships with other children,SED3.2o,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Three Year Old to Four Year Old (36 months to end of preschool),indicator,Engages in shared activities or play with shared toys or materials,SED3.2. Developing relationships with other children,SED3.2p,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Three Year Old to Four Year Old (36 months to end of preschool),indicator,Increases interest in spending time with peers and is able to maintain special friendships over time,SED3.2. Developing relationships with other children,SED3.2q,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Three Year Old to Four Year Old (36 months to end of preschool),indicator,Responds to the needs of others with simple helpful actions,SED3.2. Developing relationships with other children,SED3.2r,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Three Year Old to Four Year Old (36 months to end of preschool),indicator,Responds to others' questions in social interactions with words or actions,SED3.2. Developing relationships with other children,SED3.2s,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Three Year Old to Four Year Old (36 months to end of preschool),indicator,"Plays with peers in a coordinated manner around a shared theme and with shared goals, materials and actions (e.g. dramatic play scene)",SED3.2. Developing relationships with other children,SED3.2t,page_20.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Infancy (0-8 months),indicator,Uses senses to explore immediate environment,HDI. Learning through all senses,HPD1.E1,page_35.png,AREA FOUR: HEALTH AND PHYSICAL DEVELOPMENT (HPD),HPD1. USING SENSES
Early Infancy (0-8 months),indicator,"Turns head toward sounds, touches, sights, or smells",HDI. Learning through all senses,HPD1.E2,page_35.png,AREA FOUR: HEALTH AND PHYSICAL DEVELOPMENT (HPD),HPD1. USING SENSES
Early Infancy (0-8 months),indicator,Shows preference for specific toys and objects to play with,HDI. Learning through all senses,HPD1.E3,page_35.png,AREA FOUR: HEALTH AND PHYSICAL DEVELOPMENT (HPD),HPD1. USING SENSES
Later Infancy (6-14 months),indicator,"Understands properties of objects in matching, discrimination, and exploration (mouthing objects)",HDI. Learning through all senses,HPD1.L1,page_35.png,AREA FOUR: HEALTH AND PHYSICAL DEVELOPMENT (HPD),HPD1. USING SENSES
Later Infancy (6-14 months),indicator,"Combines information gained from the senses (e.g., uses sight, touch and hearing in coordination to reach for a toy)",HDI. Learning through all senses,HPD1.L2,page_35.png,AREA FOUR: HEALTH AND PHYSICAL DEVELOPMENT (HPD),HPD1. USING SENSES
Early Toddler (12-24 months),indicator,"Demonstrates sensory preferences (e.g., chooses a favorite scent or texture)",HDI. Learning through all senses,HPD1.T1,page_35.png,AREA FOUR: HEALTH AND PHYSICAL DEVELOPMENT (HPD),HPD1. USING SENSES
Early Toddler (12-24 months),indicator,"Uses the information received from his senses to change the way he interacts with the environment (e.g., changes volume of voice based on noise level in the environment such as being louder to be heard when in a large group setting)",HDI. Learning through all senses,HPD1.T2,page_35.png,AREA FOUR: HEALTH AND PHYSICAL DEVELOPMENT (HPD),HPD1. USING SENSES
Early Infancy (0-8 months),indicator,Participates in solitary play when exploring toys and objects in own environment,SED3.3. Engaging in cooperative play,SED3.3a,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Infancy (0-8 months),indicator,Engages in solitary play when exploring toys and objects in indoor and outdoor settings,SED3.3. Engaging in cooperative play,SED3.3b,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Infancy (0-8 months),indicator,Plays social games like peek-a-boo with familiar adult,SED3.3. Engaging in cooperative play,SED3.3c,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Later Infancy (6-14 months),indicator,Plays watching other children who are playing nearby but not directly interacting with them,SED3.3. Engaging in cooperative play,SED3.3d,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Later Infancy (6-14 months),indicator,"Imitates other people's actions (e.g. claps hands together, covers eyes with hands)",SED3.3. Engaging in cooperative play,SED3.3e,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Toddler (12-24 months),indicator,"Plays near one or two other children, often using the same materials or actions",SED3.3. Engaging in cooperative play,SED3.3f,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Toddler (12-24 months),indicator,"Engages in simple imitation (e.g. pouring sand, stacking blocks)",SED3.3. Engaging in cooperative play,SED3.3g,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Toddler (12-24 months),indicator,"Plays simple games with familiar adult (e.g. Simon Says, Hokey-Pokey, Follow the Leader)",SED3.3. Engaging in cooperative play,SED3.3h,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Later Toddler (22-36 months),indicator,Briefly engages in parallel play with other children using similar materials,SED3.3. Engaging in cooperative play,SED3.3i,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Later Toddler (22-36 months),indicator,"Engages in simple play with other children, including chasing games and dramatic play",SED3.3. Engaging in cooperative play,SED3.3j,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Preschool (34-48 months),indicator,Participates in loosely structured group games (e.g. playing in the sand box),SED3.3. Engaging in cooperative play,SED3.3k,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Preschool (34-48 months),indicator,"Engages in cooperative play, communication, and role taking with each other to maintain play",SED3.3. Engaging in cooperative play,SED3.3l,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Later Preschool (44-60 months),indicator,"Engages in cooperative play, using increasing memory ability to expand play themes",SED3.3. Engaging in cooperative play,SED3.3m,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Later Preschool (44-60 months),indicator,Participates in complex cooperative pretend play with roles and multiple themes,SED3.3. Engaging in cooperative play,SED3.3n,page_21.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED3. INTERACTING WITH OTHERS
Early Infancy (0-8 months),indicator,Coordinates hands ana eyes when reaching Farad holding items,HPD3.1. Using eyes and hands together,HPDS.13,page_38.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"PDS, FINEMOTOR"
Later Infancy (6-14 months),indicator,"Uses both hands 0 swipe at. seach fr, prasp, hol, shake, eelease 'objec and begins co tester abject from hand eo hand",HPD3.1. Using eyes and hands together,HPDS.18,page_38.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"PDS, FINEMOTOR"
Later Infancy (6-14 months),indicator,Performs more complex actions such a tratsfersing objects fiom 'one hand tothe other anal dropping them ino a fonainer,HPD3.1. Using eyes and hands together,HDS,page_38.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"PDS, FINEMOTOR"
Early Toddler (12-24 months),indicator,Plays with objects Uses took chat require | Plays with smaller such a putting together | finger and hand control | object with increasing anduakingapar toys,HPD3.1. Using eyes and hands together,Hpps.d,page_38.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"PDS, FINEMOTOR"
Early Toddler (12-24 months),indicator,"Us simpleton eg, | <atngutensls butoning | othe)",HPD3.1. Using eyes and hands together,HPDS.19 irl,page_38.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"PDS, FINEMOTOR"
Older Toddler (22-36 months),indicator,"Uses tol thar require surengh, contol, and skills of small musces",HPD3.1. Using eyes and hands together,aeps.i,page_38.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"PDS, FINEMOTOR"
Older Toddler (22-36 months),indicator,"'Uses objects with ease (eg. fork spoon, and sometimes able kai)",HPD3.1. Using eyes and hands together,apps,page_38.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"PDS, FINEMOTOR"
Older Toddler (22-36 months),indicator,aws smaller igures and includes more detail (eg faces with fears),HPD3.1. Using eyes and hands together,HbDs1k,page_38.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),"PDS, FINEMOTOR"
Early Infancy (0-8 months),indicator,Learns about self by exploring hands and feet (e.g. looks at hands),SED1.1. Developing self-awareness,SE1.1a,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Infancy (0-8 months),indicator,Turns to familiar voice,SED1.1. Developing self-awareness,SE1.1b,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Infancy (0-8 months),indicator,"Displays distinct facial expressions (e.g. interest, enjoyment, disgust, distress)",SED1.1. Developing self-awareness,SE1.1c,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Infancy (6-14 months),indicator,Recognizes own name (e.g. turns or smiles when name is heard),SED1.1. Developing self-awareness,SE1.1d,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Infancy (6-14 months),indicator,Discovers own body (e.g. examines hands; finds nose; points to eyes when asked),SED1.1. Developing self-awareness,SE1.1e,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Infancy (6-14 months),indicator,Begins to understand that her actions can have an effect on others (e.g. smiles when sees smiling face),SED1.1. Developing self-awareness,SE1.1f,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Toddler (12-24 months),indicator,Shows awareness of being part of a family,SED1.1. Developing self-awareness,SE1.1g,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Toddler (12-24 months),indicator,Uses own first name,SED1.1. Developing self-awareness,SE1.1h,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Toddler (12-24 months),indicator,Indicates likes and dislikes when asked (e.g. shakes head no or nods yes),SED1.1. Developing self-awareness,SE1.1i,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Older Toddler (24-36 months),indicator,"Shows awareness of self as belonging to one or more groups (e.g. family, preschool class)",SED1.1. Developing self-awareness,SE1.1j,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Older Toddler (24-36 months),indicator,Uses own first and last name and names of family members,SED1.1. Developing self-awareness,SE1.1k,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Older Toddler (24-36 months),indicator,Describes own physical characteristics and behaviors,SED1.1. Developing self-awareness,SE1.1l,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Preschooler (36-48 months),indicator,"Demonstrates awareness of self as a unique individual (e.g. describes self, using several basic characteristics)",SED1.1. Developing self-awareness,SE1.1m,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Preschooler (36-48 months),indicator,"Describes self positively in terms of behavior, abilities, and preferences",SED1.1. Developing self-awareness,SE1.1n,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Preschooler (48-60 months),indicator,Describes self using several specific characteristics and identifies self as member of specific group that shares characteristics,SED1.1. Developing self-awareness,SE1.1o,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Preschooler (48-60 months),indicator,"Identifies personal characteristics, preferences, thoughts and feelings",SED1.1. Developing self-awareness,SE1.1p,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Preschooler (48-60 months),indicator,Shares other identifying information (e.g. parent's name),SED1.1. Developing self-awareness,SE1.1q,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Older Preschooler (60+ months),indicator,Identifies similarities and differences between self and others,SED1.1. Developing self-awareness,SE1.1r,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Older Preschooler (60+ months),indicator,Positively identifies self as unique when comparing characteristics and interests and communicates how these are similar or different from those of other people,SED1.1. Developing self-awareness,SE1.1s,page_11.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Infancy (0-8 months),indicator,"Uses single actions to explore shape, size, texture, or weight of objects, such as turning an object over or around",HPD3.2. Developing small muscle control,HPD3.2a,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Early Infancy (0-8 months),indicator,"Uses full hand to grab items to explore (e.g., picks up toy and holds or bangs adults fingers)",HPD3.2. Developing small muscle control,HPD3.2b,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Later Infancy (6-14 months),indicator,"Explores properties of objects and materials by using various hand actions, such as picking them up to examine them; enjoys playing with manipulatives and materials of various shapes and textures",HPD3.2. Developing small muscle control,HPD3.2c,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Later Infancy (6-14 months),indicator,Matches grasp to the task such as using an index finger and thumb to pick up pieces of cereal while using the whole hand to bang items together,HPD3.2. Developing small muscle control,HPD3.2d,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Early Toddler (12-24 months),indicator,"Uses hands and fingers to build a small block tower, turn single book pages, turn toy nuts and bolts; uses one hand to hold and drink from cup",HPD3.2. Developing small muscle control,HPD3.2e,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Early Toddler (12-24 months),indicator,Extends reach by using simple tools such as a pulling utensil to rake or pull a distant object close,HPD3.2. Developing small muscle control,HPD3.2f,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Older Toddler (24-36 months),indicator,"Plans ways to use hands for various activities, such as stacking, building, connecting, drawing",HPD3.2. Developing small muscle control,HPD3.2g,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Older Toddler (24-36 months),indicator,"Adjusts grasp to match task (e.g., switches from using palm to fingertips)",HPD3.2. Developing small muscle control,HPD3.2h,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Early Preschool (36-48 months),indicator,"Uses scissors to cut along a straight line and circle, with some precision (within 1/2"" of line)",HPD3.2. Developing small muscle control,HPD3.2i,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Early Preschool (36-48 months),indicator,"Adjusts grasp with like tools for different purposes, such as a spoon and marker",HPD3.2. Developing small muscle control,HPD3.2j,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Later Preschool (48-60 months),indicator,"Draws with crayons and markers and cuts with scissors with moderate levels of precision and control (e.g., cuts along line or circle)",HPD3.2. Developing small muscle control,HPD3.2k,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Later Preschool (48-60 months),indicator,"Manages self-help routines such as dressing self (e.g., zipping, buttoning, snapping)",HPD3.2. Developing small muscle control,HPD3.2l,page_39.png,HEALTH AND PHYSICAL DEVELOPMENT (HPD),3. FINE MOTOR
Early Infancy 0-8 months,indicator,Uses facial expressions and body movements to express comfort or discomfort (turns head away when no longer hungry),SED1.3. Becoming autonomous and independent,SED1a,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Infancy 0-8 months,indicator,Relies on familiar adult to meet all basic needs,SED1.3. Becoming autonomous and independent,SED1ab,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Infancy 0-8 months,indicator,Becomes calm when needs are met,SED1.3. Becoming autonomous and independent,SED1c,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Infancy 6-14 months,indicator,Relies on familiar adults for help or assistance,SED1.3. Becoming autonomous and independent,SED1d,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Toddler 12-24 months,indicator,Shows anxiety upon separation from primary caregiver,SED1.3. Becoming autonomous and independent,SED1.2a,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Toddler 12-24 months,indicator,Asks for help from familiar adults but may attempt to complete parts independently,SED1.3. Becoming autonomous and independent,SED1e,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Toddler 24-36 months,indicator,Shows signs of security and trust when separated from familiar adults,SED1.3. Becoming autonomous and independent,SED1f,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Toddler 24-36 months,indicator,Asks for help from familiar adults but may push away and refuse help,SED1.3. Becoming autonomous and independent,SED1g,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Toddler 24-36 months,indicator,"Voices independence thoughts (e.g. ""I do it myself"")",SED1.3. Becoming autonomous and independent,SED1h,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Preschool 36-48 months,indicator,Transitions into unfamiliar settings with adult support,SED1.3. Becoming autonomous and independent,SED1i,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Preschool 48-60 months,indicator,Acts independently in unfamiliar settings with unfamiliar adults,SED1.3. Becoming autonomous and independent,SED1j,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Preschool 48-60 months,indicator,Attempts to complete tasks independently,SED1.3. Becoming autonomous and independent,SED1.3k,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Preschool 48-60 months,indicator,Asks for support from adult only when needed,SED1.3. Becoming autonomous and independent,SED1.3l,page_13.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Infancy 0-8 months,indicator,Smiles or is comforted when a trusted caregiver speaks to them,SED1.2. Developing self-confidence,SED1.2a,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Infancy 6-14 months,indicator,"Shows likes and dislikes consistent with the family's cultural expectations (e.g., happily opens mouth for the curried mashed vegetables and signs ""more"")",SED1.2. Developing self-confidence,SED1.2e,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Later Infancy 6-14 months,indicator,Shows awareness of being seen by others such as repeating an action when someone is watching,SED1.2. Developing self-confidence,SED1.2f,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Toddler 12-24 months,indicator,Begins to recognize own abilities; is aware of self and own preferences,SED1.2. Developing self-confidence,SED1.2g,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Toddler 12-24 months,indicator,Attempts the tasks requested of them and may initiate tasks on their own,SED1.2. Developing self-confidence,SED1.2i,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Toddler 12-24 months,indicator,"Expresses likes and dislikes, including favorite foods, colors, or activities",SED1.2. Developing self-confidence,SED1.2j,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Toddler 12-24 months,indicator,Demonstrates new skills and abilities to others,SED1.2. Developing self-confidence,SED1.2k,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Childhood 24-36 months,indicator,"Begins to experiment with their own potential (e.g., sees how high they can climb on the playground equipment or sees how fast they can complete a task)",SED1.2. Developing self-confidence,SED1.2h,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Childhood 24-36 months,indicator,"Shows positive self-identity (e.g., ""I am a smart girl!"")",SED1.2. Developing self-confidence,SED1.2l,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Childhood 24-36 months,indicator,"Exhibits confidence in performance (e.g., ""Look how high I jumped!"")",SED1.2. Developing self-confidence,SED1.2m,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Childhood 24-36 months,indicator,Displays pride in their accomplishments,SED1.2. Developing self-confidence,SED1.2n,page_12.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED1. POSITIVE SELF-CONCEPT
Early Infancy (0-8 months),indicator,"Signal for needs (e.g., cries when hungry or arches back in discomfort)","SED2.3. Communicating feelings, wants, and needs",SED2.3b,page_16.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy (6-14 months),indicator,"Communicates with a wide range of signals as crying diminishes (e.g., uses gestures, uses words)","SED2.3. Communicating feelings, wants, and needs",SED2.3c,page_16.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Later Infancy (6-14 months),indicator,"Signal the need for their caregiver (e.g., calls by name, crawls into a familiar adult's lap)","SED2.3. Communicating feelings, wants, and needs",SED2.3d,page_16.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler (12-24 months),indicator,"Communicates wants and needs verbally or through alternative communication (e.g., ""pick me up"" or puts up arms)","SED2.3. Communicating feelings, wants, and needs",SED2.3e,page_16.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler (12-24 months),indicator,Demonstrates confidence in meeting own needs,"SED2.3. Communicating feelings, wants, and needs",SED2.3f,page_16.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Toddler (12-24 months),indicator,Seeks and accepts help when needed,"SED2.3. Communicating feelings, wants, and needs",SED2.3g,page_16.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Older Toddler (24-36 months),indicator,"Uses appropriate communication to express needs, wants, and feelings (e.g., uses words or points to an object they are asking for)","SED2.3. Communicating feelings, wants, and needs",SED2.3i,page_16.png,SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
Early Infancy 0-8 months,indicator,Uses preferred adult to help soothe,SED2.4. Regulating emotions,SED2.4a,page_17.png,AREA TWO: SOCIAL AND EMOTIONAL DEVELOPMENT (SED),SED2. EMOTIONAL COMPETENCE
